summary;type;component;epic;assignee;storyPoints;versions;fixVersions;backendSubTasks;frontendSubTasks;requirementSubTasks;stdTestsSubTasks;automationSubTasks;labels
GDP-STD-1262 - OWNER CAN DELETE A PRIVATE DASHBOARD;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;toolkit,test_execution
GDP-STD-1263 - OWNER CAN DELETE A SHARED DASHBOARD;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;toolkit,test_execution
GDP-STD-1264 - USER CANNOT DELETE A SHARED DASHNOARD CREATED BY ANOTHER USER;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;toolkit,test_execution
GDP-STD-1265 - USER CANNOT MODIFY A SHARED DASHNOARD CREATED BY ANOTHER USER;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;toolkit,test_execution
GDP-STD-1266 - OWNER CAN CLONE A DASHBOARD;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;toolkit,test_execution
GDP-STD-1267 - USER CAN CLONE A SHARED DASHBOARD;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;toolkit,test_execution
GDP-STD-1268 - CHANGES TO A SHARED PANEL ARE ONLY APPLICABLE WHEN THE USER REOPENS IT;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;toolkit,test_execution
GDP-STD-1541 - SEARCH FOR ANY PARAMETER OF THE DASHBOARD LIST;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;dashboard_manager,test_execution
GDP-STD-1542 - DASHBOARD ALLOWS THE USER TO FILTER ANY PARAMETER;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;dashboard_manager,test_execution
GDP-STD-1543 - DASHBOARD MANAGER ALLOWS THE USER TO SORT ANY PARAMETER;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;dashboard_manager,test_execution
GDP-STD-1544 - LIST FAVORITES DASHBOARDS ;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;dashboard_manager,test_execution
GDP-STD-1545 - DASHBOARD MANAGER APPLICATION LOGS -  THE CREATE, UPDATE, CLONE AND DELETE OPERATIONS;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;dashboard_manager,test_execution
GDP-STD-1547 - CREATE A DASHBOARD - DEFINE THE LOCATION AND SIZE THE WIDGET  ;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;dashboard_manager,test_execution
GDP-STD-1565 - DEFAULT LOCALE IS USED WHEN THE LOCALE SELECTED IN THE BROWSER IS NOT SUPPORTED ;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;dashboard_manager,test_execution
GDP-STD-1567 - MODIFY A CATEGORY IN SYSTEM SETTINGS VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;dashboard_manager,test_execution
GDP-STD-1803 - CANNOT MODIFY A POLICY SET's NAME TO AN EXISTING NAME VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;policy_manager,test_execution
GDP-STD-1807 - DELETE A POLICY SET VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;policy_manager,test_execution
GDP-STD-1809 - MODIFY A POLICY VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;policy_manager,test_execution
GDP-STD-1810 - DELETE A POLICY VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;policy_manager,test_execution
GDP-STD-1812 - MODIFY A CONTROL LIST VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;policy_manager,test_execution
GDP-STD-1813 - DELETE AN ACCESS CONTROL LIST VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;policy_manager,test_execution
GDP-STD-1816 - CANNOT CREATE A POLICY SET WITHOUT THE REQUIRED DATA VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;policy_manager,test_execution
GDP-STD-1817 - FOR DIFFERENT SPACES, POLICIY SETS CAN HAVE THE SAME APPLICATION NAME ;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;policy_manager,test_execution
GDP-STD-1818 - FOR THE SAME SPACE AND APPLICATION, DIFFERENT POLICES MUST HAVE DIFFERENT NAMES VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;policy_manager,test_execution
GDP-STD-1821 - FOR A GIVEN SPACE/APPLICATION, A POLICY NAME CANNOT BE CHANGED TO A NAME THAT ALREADY EXISTS;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;policy_manager,test_execution
GDP-STD-1822 - POLICY IS AUTOMATICALLY ASSOCIATED TO THE POLICY SET;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;policy_manager,test_execution
GDP-STD-1823 - CANNOT CREATE A POLICY FOR A NON-EXISTENT POLICY SET;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;policy_manager,test_execution
GDP-STD-1824 - ADD AN ACCESS CONTROL LIST TO A POLICY VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;policy_manager,test_execution
GDP-STD-1825 - REMOVE AN ACCESS CONTROL LIST FROM A POLICY VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;policy_manager,test_execution
GDP-STD-1826 - DIFFERENT ACCESS CONTROL LISTS MUST HAVE DIFFERENT NAMES ;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;policy_manager,test_execution
GDP-STD-1827 - CANNOT CREATE AN ACCESS CONTROL LIST WITHOUT THE REQUIRED DATA;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;policy_manager,test_execution
GDP-STD-1829 - LIST POLICIES VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;policy_manager,test_execution
GDP-STD-1832 - CANNOT IMPORT AN ACCESS CONTROL LIST FROM AN INVALID FILE;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;policy_manager,test_execution
GDP-STD-1834 - CANNOT IMPORT AN ACCESS CONTROL LIST WITH MORE THAN 16 COLUMNS;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;policy_manager,test_execution
GDP-STD-1835 - CANNOT UPDATE AN ACCESS CONTROL LIST TO AN EXISTING NAME VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;policy_manager,test_execution
GDP-STD-1836 - CANNOT DELETE AN ACCESS CONTROL LIST BELONGING TO A POLICY;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;policy_manager,test_execution
GDP-STD-1839 - NAVIGATE TO GDP CAD URL AND CLICK ON POLICY MANAGER;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;policy_manager,test_execution
GDP-STD-1841 - FILTER POLICY SETS BY NAMESPACE;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;policy_manager,test_execution
GDP-STD-1842 - FILTER POLICY SETS BY APPLICATION;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;policy_manager,test_execution
GDP-STD-1843 - FILTER POLICY SETS BY APPLICATION AND NAMESPACE;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;policy_manager,test_execution
GDP-STD-1844 - SEARCH FOR A POLICY SET;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;policy_manager,test_execution
GDP-STD-1846 - ACL INFORMATION (SAMPLE);Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;policy_manager,test_execution
GDP-STD-1847 - SEARCH FOR AN ACCESS CONTROL LIST (ACL);Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;policy_manager,test_execution
GDP-STD-1848 - EXPORT ACL TO A CSV;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;policy_manager,test_execution
GDP-STD-1849 - DARK THEME ON POLICY SET PAGE ;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;policy_manager,test_execution
GDP-STD-1850 - DARK THEME ON ACCESS CONTROL LIST PAGE ;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;policy_manager,test_execution
GDP-STD-1852 - LIST SECURE ENTITIES OF AN APPLICATION REGISTERED ON GDP REGISTRY WHEN THE APPLICATION IS DOWN VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;policy_manager,test_execution
GDP-STD-1853 - LIST SECURE ENTITES IS NOT ALLOWED FOR UNREGISTERED APPLICATIONS IN THE GDP REGISTRY VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;policy_manager,test_execution
GDP-STD-1854 - LIST SECURE ENTITIES OF AN APPLICATION WHEN GDP REGISTRY IS DOWN VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;policy_manager,test_execution
GDP-STD-1855 - ADD AN ACCESS CONTROL LIST TO A POLICY USING ENDPOINT /POLICY-SETS VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;policy_manager,test_execution
GDP-STD-1856 - REMOVE AN ACCESS CONTROL LIST FROM A POLICY ENDPOINT /POLICY-SETS VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;policy_manager,test_execution
GDP-STD-1862 - EDIT POLICY ;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;policy_manager,test_execution
GDP-STD-1903 - CANNOT ADD A COMMENT TO AN ALARM WITHOUT THE REQUIRED DATA VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1904 - CANNOT CREATE A COMMENT FOR A NON-EXISTENT ALARM VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1906 - USER WITHOUT PREMISSIONS CANNOT CREATE COMMENTS;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1909 - EDIT A COMMENT VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1910 - CANNOT EDIT A COMMENT WHEN AN ALARM IS IN THE ACKNOWLEGED STATE.;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1911 - CANNOT UPDATE ALARMID OF A COMMENT;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1912 - DELETE A COMMENT VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1914 - CREATE SUB-SYSTEMS BY CONFIGURATION WITHOUT REQUIRED DATA;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1915 - CANNOT CREATE A SUB-SYSTEM WITHOUT BOTH NAME TEXT ID AND NAME;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1916 - CREATE SUB-SYSTEM  - CONSIDER THE VALUE OF THE NAME TEXT ID FROM INTERNATIONALIZATION MANAGER;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1917 - CREATE SUB-SYSTEM - DO NOT CONSIDER THE VALUE OF THE NAME TEXT ID FROM INTERNATIONALIZATION MANAGER;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1918 - CREATE SUB-SYSTEM WITH INTERNATIONALIZATION MANAGER DOWN AND THE FIELD  NAME TEXT ID IS FILLED;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1919 - CREATE SUB-SYSTEM WITH INTERNATIONALIZATION MANAGER IS DOWN AND THE FIELD NAME IS FILLED;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1921 - SUB-SYSTEMS HAVE A UNIQUE COMBINATION OF NAMESPACE AND CODE;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1922 - MODIFY A SUB-SYSTEM;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1923 - LIST SUB-SYSTEMS BY LOCALE;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1924 - CREATE AN ALARM STATUS;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1925 - CREATE A SEVERITY VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1926 - CREATE A SEVERITY WITHOUT REQUIRED DATA VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1927 - CREATE A SEVERITY USING A NAME TEXT ID FROM INTERNATIONALIZATION MANAGER VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1928 - CREATE A SEVERITY USING THE NAME FIELD VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1929 - CREATE A SEVERITY USING THE NAME TEXT ID WITH THE INTERNATIONALIZATION MANAGER DOWN VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1930 - CREATE A SEVERITY USING THE NAME FIELD WITH THE INTERNATIONALIZATION MANAGER DOWN VIA AP;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1932 - SEVERITIES HAVE UNIQUE NAMESPACE/CODE COMBINATIONS VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1933 - LIST ALL SEVERITIES VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1934 - LIST BY LOCALE VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1935 - MODIFY A SEVERITY VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1936 - CREATE A FUNCTIONAL CATEGORY VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1937 - CANNOT TO CREATE A FUNCTIONAL CATEGORY WITHOUT THE REQUIRED DATA VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1939 - CREATE A FUNCTIONAL CATEGORY USING THE NAME FIELD VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1940 - REATE A FUNCIONAL CATEGORY USING THE NAME TEXT ID AND HAVING THE INTERNATIONALIZATION MANAGER DOWN VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1941 - CREATE A FUNCIONAL CATEGORY USING THE NAME FIELD AND HAVING THE INTERNATIONALIZATION MANAGER DOWN VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1942 - FUNCTIONAL CATEGORIES HAVE UNIQUE NAMESPACE/CODE COMBINATIONS VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1943 - LIST A FUNCTIONAL CATEGORY BY LOCALE VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1944 - LIST ALL FUNCTIONAL CATEGORIES VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1945 - MODIFY A FUNCTIONAL CATEGORY VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1947 - CANNOT CREATE AN ALARM ACTION WITHOUT REQUIRED DATA VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1948 - CANNOT CREATE AN ALARM ACTION FOR A SUB-SYSTEM WITH A DIFFERENT NAMESPACE VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1949 - CREATE AN ALARM ACTION USING THE NAME TEXT ID FROM INTERNATIONALIZATION MANAGER VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1950 - CREATE AN ALARM ACTION USING THE NAME FIELD VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1951 - CREATE AN ALARM ACTION USING THE NAME TEXT ID AND HAVING THE INTERNATIONALIZATION MANAGER DOWN VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1952 - CREATE AN ALARM ACTION USING THE NAME FIELD AND HAVING THE INTERNATIONALIZATION MANAGER DOWN VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1953 - LIST ALARM ACTIONS BY LOCALE VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1954 - LIST ALL ALARM ACTIONS VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1955 - ALARM ACTION HAVE A UNIQUE NAMESPACE/CODE COMBINATION;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1956 - MODIFY AN ALARM ACTION VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1957 - CREATE ALARM TYPE VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1958 - CANNOT CREATE AN ALARM TYPE WITHOUT REQUIRED DATA VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1959 - CREATE AN ALARM TYPE USING A NAME TEXT ID FROM INTERNATIONALIZATION MANAGER VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1960 - CREATE AN ALARM TYPE USING THE NAME FIELD VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1961 - CREATE ALARM TYPE USING THE NAME TEXT ID AND HAVING THE INTERNATIONALIZATION MANAGER DOWN VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1962 - CREATE ALARM TYPE USING THE NAME FIELD AND HAVING THE INTERNATIONALIZATION MANAGER DOWN VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1963 - CREATE AN ALARM TYPE USING THE DESCRIPTION TEXT ID FROM INTERNATIONALIZATION MANAGER VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1964 - CREATE ALARM TYPE USING THE DESCRIPTION FIELD VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1965 - CREATE AN ALARM TYPE USING THE DESCRIPTION TEXT ID AND HAVING THE INTERNATIONALIZATION MANAGER DOWN VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1966 - CREATE ALARM TYPE USING THE DESCRIPTION FIELD AND HAVING THE INTERNATIONALIZATION MANAGER DOWN VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1967 - CREATE AN ALARM TYPE USING THE CATEGORY TEXT ID FROM INTERNATIONALIZATION MANAGER VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1968 - CREATE ALARM TYPE USING THE CATEGORY FIELD VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1969 - CREATE AN ALARM TYPE USING THE CATEGORY TEXT ID AND HAVING THE INTERNATIONALIZATION MANAGER DOWN VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1970 - CREATE AN ALARM TYPE USING THE CATEGORY FIELD AND HAVING THE INTERNATIONALIZATION MANAGER DOWN VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1971 - CANNOT CREATE AN ALARM TYPE USING A SEVERITY FROM A DIFFERENT NAMESPACE VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1972 - CANNOT CREATE AN ALARM TYPE USING A FUNCTIONAL CATEGORY FROM A DIFFERENT NAMESPACE VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1973 - CANNOT CREATE AN ALARM TYPE USING A SUB-SYSTEM FROM A DIFFERENT NAMESPACE VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1974 - LIST ALARM TYPES BY LOCALE VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1975 - LIST ALL ALARM TYPES VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1976 - ALARM TYPE HAS A UNIQUE NAMESPACE/CODE COMBINATION;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1977 - MODIFY AN ALARM TYPE VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1978 - ALARM INFORM - ALARM CREATION INFORM TO NORMAL VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1984 - ALARM DOACTION - SHELVE VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1985 - ALARM DOACTION - UNSHELVE (RETURN TO NORMAL) VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1986 - ALARM DOACTION - UNSHELVE (RETURN TO ACTIVE) VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1987 - ALARM DOACTION - ACKNOWLEDGE VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1988 - ALARM DOACTION - UNACKNOWLEDGE VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1989 - ALARM AUTOCLEAR VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1990 - CREATE AN ALARM USING A DESCRIPTION TEXT ID FROM INTERNATIONALIZATION MANAGER VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1991 - CREATE AN ALARM USING THE DESCRIPTION FIELD VIA API ;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1992 - CREATE ALARM USING THE DESCRIPTION TEXT ID AND HAVING THE INTERNATIONALIZATION MANAGER DOWN VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1993 - CREATE ALARM USING THE DESCRIPTION FIELD AND HAVING THE INTERNATIONALIZATION MANAGER DOWN VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1994 - CREATE ALARM USING THE DESCRIPTION TEXT ID FIELD FALLBACK OF THE ALARM TYPE VIA API                ;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1995 - CREATE ALARM USING THE DESCRIPTION TEXT ID FIELD FALLBACK OF THE ALARM TYPE AND HAVING THE INTERNATIONALIZATION MANAGER DOWN VIA API    ;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1996 - CREATE ALARM USING THE DESCRIPTION FIELD FALLBACK OF THE ALARM TYPE AND HAVING THE INTERNATIONALIZATION MANAGER DOWN VIA API         ;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1997 - CREATE ALARM USING THE DESCRIPTION FIELD FALLBACK OF THE ALARM TYPE VIA API  ;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1998 - CREATE ALARM USING THE SEVERITY FIELD FALLBACK OF THE ALARM TYPE VIA API ;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-1999 - CREATE ALARM USING THE SUB-SYSTEM FIELD FALLBACK OF THE ALARM TYPE VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-19100 - CREATE ALARM USING THE SUB-SYSTEM FIELD VIA AP;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-19101 - CREATE ALARM USING THE SEVERITY FIELD VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-19102 - CANNOT CREATE AN ALARM USING A SEVERITY FROM A DIFFERENT NAMESPACE VIA API ;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-19103 - CANNOT CREATE AN ALARM USING A SUB-SYSTEM FROM A DIFFERENT NAMESPACE VIA API ;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-19104 - CANNOT CREATE AN ALARM USING A ALARM TYPE FROM A DIFFERENT NAMESPACE VIA API  ;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-19105 - CANNOT CREATE AN ALARM USING AN ORIGIN FIELD DIFFERENT THE WAYSIDE/ONBOARD/NULL VIA API ;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-19107 - CANNOT MODIFY THE NAMESPACE AND CODE OF AN ALARM VIA API ;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-19108 - CANNOT MODIFY THE ALARM TYPE OF AN ALARM VIA API ;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-19109 - REMOVE THE DESCRIPTION TEXT ID AN ALARM AND USING DESCRIPTION FIELD VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-19110 - REMOVE THE DESCRIPTION FIELD AN ALARM AND USING DESCRIPTION TEXT ID FIELD VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
